Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFCDCH-02-GTHDXW9DP9TC8GWYEHRUM53DXUUYQQ,NL,Chrome PC (Cadmium),Chrome PC (Cadmium),2001:1c00:e11:f000:b441:5344:58a7:8d03,South Holland,2021-03-23T20:23:16.239Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.136.132,Capital Region,2021-03-22T22:26:33.227Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.136.168,Capital Region,2021-03-21T22:23:28.944Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.138.242,Capital Region,2021-03-20T23:56:59.128Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.138.242,Capital Region,2021-03-20T11:29:17.866Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.137.108,Capital Region,2021-03-19T23:12:36.069Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.142.250,Capital Region,2021-03-18T22:40:30.758Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.243.4,Capital Region,2021-03-18T18:23:39.000Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.142.238,Capital Region,2021-03-17T21:51:16.333Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.142.238,Capital Region,2021-03-16T22:29:47.778Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.243.32,Capital Region,2021-03-16T19:33:09.483Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.137.180,Capital Region,2021-03-15T21:41:44.321Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.140.104,Capital Region,2021-03-14T22:25:11.659Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,212.237.135.122,Capital Region,2021-03-13T18:08:40.668Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.140.104,Capital Region,2021-03-13T15:31:31.649Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,212.237.135.122,Capital Region,2021-03-13T09:26:29.475Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.142.250,Capital Region,2021-03-11T22:38:55.494Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.138.218,Capital Region,2021-03-10T20:37:22.391Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.142.162,Capital Region,2021-03-09T22:25:27.113Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.243.18,Capital Region,2021-03-09T21:05:18.317Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.143.194,Capital Region,2021-03-08T22:23:33.646Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,212.237.135.52,Capital Region,2021-03-08T21:13:25.600Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.138.230,Capital Region,2021-03-07T20:16:39.656Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.136.12,Capital Region,2021-03-06T20:53:24.750Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.137.108,Capital Region,2021-03-04T22:50:53.405Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.139.58,Capital Region,2021-03-03T22:43:51.971Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,212.237.135.52,Capital Region,2021-03-02T19:16:22.902Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.140.92,Capital Region,2021-03-02T18:31:02.401Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.139.82,Capital Region,2021-03-01T22:10:01.729Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,212.237.135.29,Capital Region,2021-03-01T17:14:11.282Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.138.122,Capital Region,2021-02-28T22:14:55.838Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,SE,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,80.216.95.144,Stockholm,2021-02-28T18:11:08.806Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.142.150,Capital Region,2021-02-27T23:27:58.380Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,SE,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,90.230.105.231,Jämtland,2021-02-27T19:43:21.125Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.136.96,Capital Region,2021-02-26T23:07:28.960Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.141.76,Capital Region,2021-02-25T21:23:53.664Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.140.92,Capital Region,2021-02-24T22:38:18.310Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.137.156,Capital Region,2021-02-23T21:46:31.923Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.140.136,Capital Region,2021-02-22T22:04:01.338Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,212.237.135.29,Capital Region,2021-02-22T11:44:11.683Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.140.44,Capital Region,2021-02-21T22:18:19.415Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.110,Central Denmark,2021-02-21T14:04:44.088Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.140.44,Capital Region,2021-02-20T23:37:13.161Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.142.198,Capital Region,2021-02-20T21:08:37.745Z
NFCDCH-02-GTHDXW9DP9TC8GWYEHRUM53DXUUYQQ,SE,Chrome PC (Cadmium),Chrome PC (Cadmium),195.246.120.106,Stockholm,2021-02-20T11:23:33.979Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.110,Central Denmark,2021-02-20T01:09:12.524Z
NFCDCH-02-GTHDXW9DP9TC8GWYEHRUM53DXUUYQQ,SE,Chrome PC (Cadmium),Chrome PC (Cadmium),195.246.120.7,Västerbotten,2021-02-19T22:37:26.891Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.137.240,Capital Region,2021-02-18T22:26:12.210Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.119,Central Denmark,2021-02-18T12:09:12.209Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.138.110,Capital Region,2021-02-17T22:40:22.750Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.88,Southern Denmark,2021-02-17T18:20:45.169Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.136.220,Capital Region,2021-02-16T22:12:31.152Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.138.218,Capital Region,2021-02-15T21:52:39.929Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.82,Capital Region,2021-02-15T20:53:53.578Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.140.252,Capital Region,2021-02-14T19:12:36.828Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.140.252,Capital Region,2021-02-14T10:26:14.102Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.32.242.82,Capital Region,2021-02-13T22:49:54.511Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.139.254,Capital Region,2021-02-13T16:50:27.020Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.108,Central Denmark,2021-02-13T11:44:04.505Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.138.206,Capital Region,2021-02-12T23:57:48.088Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.143.222,Capital Region,2021-02-11T22:43:38.831Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.142.210,Capital Region,2021-02-10T21:06:23.281Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.82,Capital Region,2021-02-10T17:23:08.318Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.140.64,Capital Region,2021-02-09T21:55:34.821Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.140.56,Capital Region,2021-02-08T22:20:11.666Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,SE,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,80.216.95.144,Stockholm,2021-02-07T21:56:08.471Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.136.12,Capital Region,2021-02-07T21:38:13.297Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.32.242.56,Central Denmark,2021-02-07T20:22:02.596Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.142.250,Capital Region,2021-02-07T10:35:04.762Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.142.238,Capital Region,2021-02-06T20:54:08.538Z
NFANDROID1-PRV-P-L3-SAMSUSM-G973F-8158-081F8EC7F9C079F678B040BA5E1283DAD98E5E61AEB72B2C3E90122A0EFBB9A98,DK,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,192.38.142.238,Capital Region,2021-02-06T20:21:49.650Z
NFCDCH-02-GTHDXW9DP9TC8GWYEHRUM53DXUUYQQ,NL,Chrome PC (Cadmium),Chrome PC (Cadmium),212.102.35.106,North Holland,2021-02-06T19:44:47.129Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.140.186,Capital Region,2021-02-05T23:55:10.568Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.62,Central Denmark,2021-02-05T21:23:53.261Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.136.36,Capital Region,2021-02-04T22:40:41.112Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,192.38.136.36,Capital Region,2021-02-04T21:39:00.245Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.142.250,Capital Region,2021-02-03T22:28:54.725Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.142.78,Capital Region,2021-02-02T21:54:47.734Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.62,Central Denmark,2021-02-02T21:11:57.850Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.136.220,Capital Region,2021-02-01T21:16:18.756Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.143.194,Capital Region,2021-01-31T20:39:27.168Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.139.254,Capital Region,2021-01-30T19:10:29.676Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.43,Capital Region,2021-01-30T09:50:02.077Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.139.254,Capital Region,2021-01-29T23:10:30.080Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.138.122,Capital Region,2021-01-29T21:37:57.088Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.138.122,Capital Region,2021-01-28T22:57:35.518Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.136.244,Capital Region,2021-01-28T22:33:53.557Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.43,Capital Region,2021-01-28T19:58:32.769Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.142.42,Capital Region,2021-01-27T21:19:40.689Z
NFAPPL-04-APPLETV6=2-70145801340B6141748AEE9658660D20B210A92524504D38BED55A5C04660B8D,DK,Apple TV 4K,Apple TV 4K,176.20.77.135,Capital Region,2021-01-27T17:58:44.223Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.138.218,Capital Region,2021-01-26T22:05:53.530Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,SE,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,80.216.95.144,Stockholm,2021-01-26T11:22:48.330Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.136.48,Capital Region,2021-01-25T22:27:28.548Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.108,Central Denmark,2021-01-25T21:40:48.787Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.140.212,Capital Region,2021-01-24T21:42:34.392Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.140.212,Capital Region,2021-01-24T00:56:36.703Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.138.158,Capital Region,2021-01-23T23:54:13.262Z
NFCDCH-02-GTHDXW9DP9TC8GWYEHRUM53DXUUYQQ,GB,Chrome PC (Cadmium),Chrome PC (Cadmium),143.244.37.80,London,2021-01-23T20:14:23.828Z
NFCDCH-02-GTHDXW9DP9TC8GWYEHRUM53DXUUYQQ,SE,Chrome PC (Cadmium),Chrome PC (Cadmium),195.246.120.89,Uppsala,2021-01-23T17:29:49.550Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.140.56,Capital Region,2021-01-23T00:07:18.152Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.137.240,Capital Region,2021-01-21T22:12:59.032Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.142.2,Capital Region,2021-01-20T21:44:21.299Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.4,Zealand,2021-01-20T20:50:48.250Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.142.2,Capital Region,2021-01-19T22:14:17.105Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.139.58,Capital Region,2021-01-19T21:18:22.225Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.32.242.4,Zealand,2021-01-18T23:27:22.643Z
NFANDROID1-PRV-P-L3-SAMSUSM-G973F-8158-081F8EC7F9C079F678B040BA5E1283DAD98E5E61AEB72B2C3E90122A0EFBB9A98,DK,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,192.38.136.36,Capital Region,2021-01-18T20:44:35.676Z
NFANDROID1-PRV-P-L3-SAMSUSM-G973F-8158-081F8EC7F9C079F678B040BA5E1283DAD98E5E61AEB72B2C3E90122A0EFBB9A98,NL,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,83.86.85.88,South Holland,2021-01-18T16:47:55.211Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,NL,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,83.86.85.88,South Holland,2021-01-17T21:37:38.949Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,NL,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,83.86.85.88,South Holland,2021-01-12T20:54:48.844Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,NL,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2001:1c00:e11:f000:fd84:fda5:6b4c:26cc,South Holland,2021-01-12T17:49:07.233Z
NFANDROID1-PRV-P-L3-SAMSUSM-G930F-4445-09008C23FD9AF1F8D0C098F8E6BBACA6ACF98D20092592C7EF41895FC58F86D33,NL,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,83.86.85.88,South Holland,2021-01-12T12:47:02.131Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,NL,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,83.86.85.88,South Holland,2021-01-11T18:19:44.120Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,NL,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,83.86.85.88,South Holland,2021-01-06T23:11:55.383Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,NL,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2001:1c00:e11:f000:753a:bcd2:56fd:5757,South Holland,2021-01-06T16:31:44.083Z
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,NL,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,83.86.85.88,South Holland,2021-01-06T13:17:05.193Z
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,NL,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,83.86.85.88,South Holland,2021-01-06T13:16:37.322Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,NL,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,83.86.85.88,South Holland,2021-01-05T19:38:23.511Z
NFANDROID2-PRV-UZX8020CHM1-TECHNTV=HUB-7569-4797F3D821908AEE26AC86F83E2928388EED3098A4794347E13865DDBD75BDE2,SE,Com Hem UZX8020CHM1 MVPD STB,Com Hem UZX8020CHM1 MVPD STB,80.216.95.144,Stockholm,2021-01-04T13:17:44.491Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,51.154.89.176,Zürich,2021-01-03T19:33:48.147Z
NFCDCH-02-GTHDXW9DP9TC8GWYEHRUM53DXUUYQQ,NL,Chrome PC (Cadmium),Chrome PC (Cadmium),2001:1c00:e11:f000:e198:1693:cdd7:40d9,South Holland,2021-01-02T15:49:46.597Z
NFCDCH-02-GTHDXW9DP9TC8GWYEHRUM53DXUUYQQ,NL,Chrome PC (Cadmium),Chrome PC (Cadmium),83.86.85.88,South Holland,2021-01-01T21:45:43.270Z
NFCDCH-02-GTHDXW9DP9TC8GWYEHRUM53DXUUYQQ,NL,Chrome PC (Cadmium),Chrome PC (Cadmium),2001:1c00:e11:f000:5d13:2351:60c3:abd2,South Holland,2021-01-01T20:54:57.184Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,51.154.89.176,Zürich,2021-01-01T20:02:48.225Z
NFCDCH-02-GTHDXW9DP9TC8GWYEHRUM53DXUUYQQ,NL,Chrome PC (Cadmium),Chrome PC (Cadmium),2001:1c00:e11:f000:543:6a6e:4837:d84b,South Holland,2021-01-01T13:36:22.469Z
